,Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
1198,180,Jornal do Commercio,159,4,http://memoria.bn.br/docreader/364568_03/622,14-Jun-1840,fuga,,1,,,,,cozinheiro,Domingos,Rebolo,M,16,retinto,escravo,"Rua da Quitanda, 136",,"FUGIO, no dia 11 do corrente, hum moleque de nome Domingos, nação Rebolo, idade 16 a 18 annos, retinto e de estatura regular; tem no peito signaes de nação: he bastante vivo e esperto, mal feito dos pés, e tem huma falta de cabello na frente da cabeça, do lado esquerdo: levou vestido na ocasião da fugida camisa de riscado azul e calça de picote. He cozinheiro, e veio da cidade de Campos. Quem o levar á rua da Quitanda, n. 136 C, será bem recompensado.",,,,,,,,,,,,,,,,
1199,181,Jornal do Commercio,159,4,http://memoria.bn.br/docreader/364568_03/622,14-Jun-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, costureira e cozinheira",,,F,,preta,escrava,"Rua do Princípe, 5",,"ALUGA-SE huma boa rapariga preta, que sabe lavar, engommar, coser e arranjar huma casa, e tambem entende alguma cousa de cozinha; na rua do Principe no Catete n. 5.",,,,,,,,,,,,,,,,
1200,182,Jornal do Commercio,159,4,http://memoria.bn.br/docreader/364568_03/622,14-Jun-1840,venda,oferecendo serviço,1,350$000,,,,"quitandeira, lavadeira e cozinheira",,,F,,preta,escrava,"Rua das Violas, 42",,"VENDE-SE, na rua das Violas n. 42, huma preta quitandeira, lavadeira, cozinheira, etc.: o seu ultimo preço he de 350$ réis.",,,,,,,,,,,,,,,,
1201,183,Jornal do Commercio,159,4,http://memoria.bn.br/docreader/364568_03/622,14-Jun-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/ F,,,escravos,"Rua do Ouvidor, 84",,"Leilão de Escravos. FREDERICO GUILHERME fará leilão, no dia quarta feira, na sua casa, de huma grande porção de escravos de ambos os sexos, com varios officios e de roça.",,,,,,,,,,,,,,,,
1202,184,Jornal do Commercio,159,4,http://memoria.bn.br/docreader/364568_03/622,14-Jun-1840,venda,procurando serviço,1,,,,,,,,M,12,,escravo,"Rua do Ouvidor, 126",,"OS SENHORES Garonni, major, e Francisco Antonio Malheiros, tem cartas na rua do Ouvidor n. 126, 2º andar: na mesma casa compra-se hum moleque de 12 para 13 annos, e se aluga huma casa a hum homem solteiro.",,,,,,,,,,,,,,,,
1203,185,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,aluguel,oferecendo serviço,1,,,,,ama de leite ,,,F,,,escrava,"Rua da Misericórida, 57",,"ALUGA-SE huma ama com leite muito bom e novo, a qual he moça e recolhida; adverte-se que he escrava: na rua da Misericórdia n. 57.",,,,,,,,,,,,,,,,
1204,186,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,aluguel,oferecendo serviço,1,,,,,"ama de leite, costureira e engomadeira",,,F,,parda,alforriada,"Rua Formoza ou Beco da Cassoada, 96",,"ALUGA-SE huma parda forra para ama, a qual tem muita abundancia de leite, sabe muito bem tratar de crianças, cose, engomma, e he muito sadia; quem d'ella precisar dirija-se á rua Formoza, ultima casa á direita, frente á rua do Senado, ou beco da Cassoada, n. 96.",,,,,,,,,,,,,,,,
1205,187,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,costureira,,,F,13,negrinha,escrava,"Rua do Rosário, 107",,"VENDE-SE huma negrinha de 13 annos, com principios de costura: na rua do Rosário n. 107.",,,,,,,,,,,,,,,,
1206,188,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, doceira e cozinheira",,,F,,,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba de 17 annos, perfeita costureira, engommadeira, e que tambem certa; outra dita costureira, engommadeira, doceira e cozinheira, de boa figura; huma dita engommadeira, cozinheira e lavadeira, com huma cria de 2 annos, pardinho, muito bonito; todas de huma familia que se retira para Europa: trata-se na rua da Cadêa n. 98.",,,,,,,,,,,,,,,,
1207,189,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,cozinheira e lavadeira,,,F,20,preta,escrava,"Rua da Cadeia, 68",,"VENDE-SE huma preta de huma familia que se retira, de 20 a 23 annos, perfeita cozinheira e lavadeira, engoma soffrível e affiança-se a conducta; na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
1208,190,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira e engomadeira",,,F,26,preta,escrava,"Rua da Cadeia, 106",,"VENDE-SE huma preta de 26 annos, reforçada e de muito boa conducta, a qual cozinha, engomma, lava de sabão e barrela, e faz todo o serviço; na rua da Cadêa n. 106, sobrado.",,,,,,,,,,,,,,,,
1209,191,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira e engomadeira",,,F,,preta,escrava,"Rua do Sabão, 103",,"VENDE-SE huma preta que cozinha, lava e engomma, na rua do Sabão n. 103.",,,,,,,,,,,,,,,,
1210,192,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda/aluguel,procurando serviço,1,,,,,cozinheiro,,,M/ F,,,,"Rua das Violas, 134",,"PRECISA-SE, na rua das Violas n. 134, de huma pessoa livre ou escrava, que saiba bem fazer doces e pasteis.",,,,,,,,,,,,,,,,
1211,193,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Rosário, 88",,"VENDE-SE hum bom preto com principios de cozinheiro, sem vicios nem molestias; na rua do Rozario, n. 88.",,,,,,,,,,,,,,,,
1212,194,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua de São José, 15",,"VENDE-SE hum preto perfeito cozinheiro de forno, fogão e massas, o qual se dá a contento; na rua de S. José n. 15.",,,,,,,,,,,,,,,,
1213,195,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, serrador e falqueijador",,,M,,preto,escravo,"Rua do Sabão, 27",,"VENDE-SE, na rua do Sabão n. 27, hum preto bom cozinheiro, bom serrador e falquejador.",,,,,,,,,,,,,,,,
1214,196,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,de roça,,,M,18,,escravo,"Rua do Carmo, 29",,"VENDE-SE hum moleque de 18 annos e hum preto de 26, ambos de todo o serviço de roça, os quaes dão-se em conta por se precisar liquidar huma conta; na rua do Carmo n. 29.",,,,,,,,,,,,,,,,
1215,197,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,de roça,,,M,26,preto,escravo,"Rua do Carmo, 29",,"VENDE-SE hum moleque de 18 annos e hum preto de 26, ambos de todo o serviço de roça, os quaes dão-se em conta por se precisar liquidar huma conta; na rua do Carmo n. 29.",,,,,,,,,,,,,,,,
1216,198,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,de roça,,,M,,preto,escravo,"Travessa do Guindaste, 9",,"VENDE-SE hum preto bom para roça, e se dá muito em conta; na travessa do Guindaste, n. 9, praia de D. Manoel.",,,,,,,,,,,,,,,,
1217,199,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,2,,,,,"engomadeira, cozinheira e lavadeira",,,F/ M,não mencionada/ 2 annos,não mencionada/ pardo,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba de 17 annos, perfeita costureira, engommadeira, e que tambem certa; outra dita costureira, engommadeira, doceira e cozinheira, de boa figura; huma dita engommadeira, cozinheira e lavadeira, com huma cria de 2 annos, pardinho, muito bonito; todas de huma familia que se retira para Europa: trata-se na rua da Cadêa n. 98.",,,,,,,,,,,,,,,,
1218,200,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, doceira e engomadeira",,,F,,preta,escrava,"Rua da Glória, 96",,"VENDE-SE huma bonita e bem feita preta, de menos hum olho, sabendo lavar de sabão e barrela, cozinhar de fogão e forno, fazer doces de varias qualidades, faz pudins, bolo inglez, pão de ló, e engomma tanto liso como de pregas: na rua da Gloria n. 96.",,,,,,,,,,,,,,,,
1219,201,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua Direita, 74",,"PRECISA-SE alugar huma preta que saiba lavar, engommar, e cozinhar: dirijao-se á rua Direita n. 74.",,,,,,,,,,,,,,,,
1220,202,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,20$000,,,,marinheiro e alfaiate,Antonio,,M,,retinto,escravo,"Rua do Hospício, 23",,"FUGIO de bordo do patacho Clara hum escravo de nome Antonio, he marinheiro e alfaiate, tendo os signaes seguintes; alto e reforçado, côr bastante retinta, rosto comprido e magro, pés grandes, he vesgo dos olhos com huma belida em hum olho: quem o apprehender e o levar á rua do Hospício n. 23, receberá 20$000 de gratificação.",,,,,,,,,,,,,,,,
1221,203,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,marinheiro e costureiro,,,M,,preto,escravo,"Rua da Valla, 89",,"VENDE-SE, na rua da Valla n. 89, hum preto de elegante figura, perito marinheiro de governo, e que cose panno.",,,,,,,,,,,,,,,,
1222,204,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,17,,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba de 17 annos, perfeita costureira, engommadeira, e que tambem certa; outra dita costureira, engommadeira, doceira e cozinheira, de boa figura; huma dita engommadeira, cozinheira e lavadeira, com huma cria de 2 annos, pardinho, muito bonito; todas de huma familia que se retira para Europa: trata-se na rua da Cadêa n. 98.",,,,,,,,,,,,,,,,
1223,205,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,"não mencionado, de roça",,,M/ F,,,escravos,"Rua do Ouvidor, 84",,"Leilão de Escravos. FREDERICO GUILHERME fará leilão, no dia quarta feira, na sua casa, de huma grande porção de escravos de ambos os sexos, com varios officios e de roça.",,,,,,,,,,,,,,,,
1224,206,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,,,pintor,Francisco,Mufumbe,M,,preto,escravo,"Rua do Ouvidor, 151",,"FUGIO, no dia 12 do corrente, hum preto por nome Francisco, nação Mufumbe, he pintor e desconfia-se que ande trabalhando em alguma obra; levou calça branca com humas pretas por baixo, camisa branca, e toda a roupa suja de tinta; quando falla abre muito os beiços, he meio gago, pés grandes e meio arcado das pernas. Quem o levar á rua do Ouvidor n. 151 receberá alviçaras",,,,,,,,,,,,,,,,
1225,207,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,oferecendo serviço,1,,,,,remador,,,M,18,preto,escravo,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, hum preto reforçado, de 18 a 20 annos, bom remador de Lotes e faluas.",,,,,,,,,,,,,,,,
1226,208,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,,,,Marianna,Hambaque,F,,pretinha,escrava,"Rua da Misericórdia, 53",,"FUGIO, no dia 13 do corrente, da rua da Misericórdia, n. 53, huma pretinha pequena de nome Marianna, nação Hambaque; levou vestido de chita, e lenço encarnado no pescoço: roga-se á pessoa que da mesma tiver noticia dirigir-se á casa acima indicada, que será recompensada.",,,,,,,,,,,,,,,,
1227,209,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,,,,Truro ,Moçambique,M,18,retinto,escravo,"Rua da Quitanda, 157",,"FUGIO hum moleque de nome Truro, nação Moçambique, cheio de corpo, côr retinta, estatura baixa, de 18 annos de idade; levou vestido camisa e calças brancas, e collete preto: quem o levar á rua da Quitanda, n. 157, será recompensado.",,,,,,,,,,,,,,,,
1228,210,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,D. Maria Corrêa de Castro,F,,Izabel Maria,Caçange,F,,preta,escrava,"Beco do Império, 4",,"FUGIO, no dia 27 de maio proximo passado, huma preta de nome Izabel Maria, de naçao Caçange: desconfia-se que está acoutada, e se protesta com o rigor da lei contra quem a tiver occultada, e sendo entregue a sua dona a senhora D. Maria Corrêa de Castro, no beco do Imperio, n. 4, receberão alviçaras.",,,,,,,,,,,,,,,,
1229,211,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,venda,procurando serviço,1,,,,,,,,M,,,escravo,"Rua do Hospício, 55",,PRECISA-SE comprar hum moleque de boa figura; na rua do Hospício n. 55,,,,,,,,,,,,,,,,
1230,212,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,40$000,,,,,Maria ,Moçambique,F,,preta,escrava,"Rua da Valla, 26",,"FUGIO no dia 12 para 13 do corrente mez, da casa na rua da Valla n. 26, huma preta de nome Maria, de nação Moçambique, de estatura regular, grossa de corpo, barriguda, cabeça redonda, olhos pequenos, falla a língua portugueza muito atrapalhada; levou sua roupa; julga-se que ella não saberá dizer o nome de seus senhores por serem estrangeiros, e se protesta com todo o rigor da lei contra quem a tiver acoutada: quem a apprehender e levar ao lugar acima mencionado receberá 40$ rs. de gratificação.",,,,,,,,,,,,,,,,
1231,213,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,,,,Joaquim,Moçambique,M,,preto,escravo,"Rua da Ajuda, 58",,"FUGIO no dia 13 do corrente mez, da casa da rua da Ajuda n. 58, hum preto de nome Joaquim, nação Moçambique; tem os signaes seguintes: pés grandes e cambalos, estatura mediana, cara redonda e parece inchada, olhos grandes e sahidos para fóra, fuma muito charuto, e tem hum ferro ao pescoço que traz debaixo da camisa; levou vestido calça e camisa de brim branco e avental de riscado: quem o levar ao lugar acima receberá boas alviçaras.",,,,,,,,,,,,,,,,
1232,214,Jornal do Commercio,160,4,http://memoria.bn.br/docreader/364568_03/626,16-Jun-1840,fuga,,1,,,,,,Pedro,Moçambique,M,,preto,escravo,"Rua de São Pedro, 3",,"DESAPPARECEU, no dia 15 do corrente, o preto de nome Pedro, de nação Moçambique, com os signaes seguintes; baixo, reforçado, e ainda conserva o signal da marca A no peito direito; levou vestido calças e camisa de algodão americano: quem delle der noticia, ou o levar á rua de S. Pedro n. 3 A, receberá alviçaras.",,,,,,,,,,,,,,,,
1233,215,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Ouvidor, 28",,"ALUGA-SE, na rua do Ouvidor, n. 28, huma excellente preta para ama de leite.",,,,,,,,,,,,,,,,
1234,216,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Piolho, 40",,"VENDE-SE huma preta para ama de leite, e huma outra que cozinha, cose, lava, e engomma bem: na rua do Piolho n. 40.",,,,,,,,,,,,,,,,
1235,217,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,"ama de leite, engomadeira, lavadeira, cozinheira e costureira",,,F,,preta,escrava,"Rua de São Clemente, 92",,"VENDE-SE huma preta boa ama de leite, com hum filho de 11 meses, muito limpo e gordinho, sabendo ella muito bem engommar, lavar e cozinhar soffrivelmente; coser alguma cousa, e he muito capaz de tomar conta de huma casa: o motivo da venda dir-se ha ao comprador: quem a pretender procure na rua de S. Clemente, chacara n. 92.",,,,,,,,,,,,,,,,
1236,218,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, costureira e engomadeira",,,F,18,preta,escrava,"Rua da Cadeia, 68",,"VENDEM-SE por precisão duas bonitas pretas, sendo huma de 18 annos e outra de 22, sabendo perfeitamente cozinhar, lavar de sabão e barrela, engommar liso e coser (?); na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
1237,219,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, costureira e engomadeira",,,F,22,preta,escrava,"Rua da Cadeia, 68",,"VENDEM-SE por precisão duas bonitas pretas, sendo huma de 18 annos e outra de 22, sabendo perfeitamente cozinhar, lavar de sabão e barrela, engommar liso e coser (?); na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
1238,220,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua Larga de São Joaquim, 149",,ALUGA-SE hum preto cozinheiro: na rua larga de S. Joaquim n. 149.,,,,,,,,,,,,,,,,
1239,221,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,fuga,,2,,,,,"cozinheiro, cozinheiro",Manoel/ Rufino,Angola/ Cabinda,M,,fula/ retinto,escravos,Venda Grande,,"FUGIRÃO, no dia 12 do corrente, da Venda Grande, dous pretos, hum de nome Manoel, nação Angola, bastante alto, meio fula, com barba serrada; e outro de nome Rufino, nação Cabinda, retinto, de estatura regular e bastante gordo; ambos são cozinheiros: quem os apprehender e levar á Venda Grande, ou delles der noticia, será bem recompensado.",,,,,,,,,,,,,,,,
1240,222,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,"cozinheiros, sapateiros, alfaiate, pescador, de roça, costureiras, mocambas, engomadeiras, lavadeiras",,,M/ F,,,escravos,"Rua do Ouvidor, 84",,"Leilão de escravos de ambos os sexos, de roça e com officios, etc., etc., hoje as 11 horas. FREDERICO GUILHERME faz leilão, hoje quarta feira 17 do corrente, ás 11 horas em ponto, na sua casa, rua do Ouvidor, n. 84, de huma diversidade de escravos de ambos os sexos, com varios officios e de roça, entre os quaes achão se cozinheiros de forno, fogão e de massas, perfeitos officiaes de de sapateiro de toda a obra, officiaes de alfaiate de (?), hum pardo muito reforçado e excellente mestre pescador, preto e pretas de roça reforçados, lindas mocambas, costureiras, engommadeiras e lavadeiras, moleques e pretinhas, etc., etc.  Todos estes escravos serão vendidos com a condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
1241,223,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,aluguel,oferecendo serviço,1,,,,,lavadeira e cozinheira,,,F,,preta,escrava,"Rua da Alfândega, 113",,"QUEM quizer alugar huma preta que sabe lavar, cozinhar, e comprar, e todo o mais serviço de huma casa: dirija-se á rua da Alfândega n. 113.",,,,,,,,,,,,,,,,
1242,224,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira e engomadeira",,,F,,,escrava,"Rua do Parto, 102",,"VENDE-SE huma boa escrava alta e reforçada, boa lavadeira de rio, cozinheira e engommadeira: na rua do Parto n. 102.",,,,,,,,,,,,,,,,
1243,225,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, costureira e engomadeira",,,F,,preta,escrava,"Rua do Piolho, 40",,"VENDE-SE huma preta para ama de leite, e huma outra que cozinha, cose, lava, e engomma bem: na rua do Piolho n. 40.",,,,,,,,,,,,,,,,
1244,226,Jornal do Commercio,161,4,http://memoria.bn.br/docreader/364568_03/630,17-Jun-1840,aluguel,procurando serviço,2,,,,,"lavadeira, engomadeira e cozinheira, tratador de animais",,,M/ F,,pretos,escravos,"Rua da Candelária, 7",,"PRECISA-SE alugar hum casal de pretos para tomar conta de huma chacarinha perto da cidade; a preta que entenda alguma cousa de lavagem e engommado, saiba cozinhar e o mais arranjo de huma casa sem familia; e o preto que entenda de plantação de capim e tratar de hum animal. Dirigir-se á rua da Candelâria n. 7.",,,,,,,,,,,,,,,,
