Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave color,slave status,Location,Location City,Ad Transcription,Observations,,,,,,,,,,,,
222,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,20,,escravo,"Rua do Carmo, 11",,"VENDE-SE, na rua do Carmo, n. 11, hum molecote de 18 annos d'idade, reforçado, bom chacareiro, e bom carroceiro de carroça e carro; ha outro de 20 a 22 annos, bom cozinheiro, e ambos são bonitos.",,,,,,,,,,,,,
223,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,20,,escravo,"Rua do Livramento, 38",,"VENDEM-SE, na rua do Livramento n. 38, dous escravos de 20 a 22 annos de idade, sendo huma mocamba recolhida, perfeita costureira que corta e faz toda a obra, tanto camisas de homem como vestidos de Sra., engomma, divinamente, lava e cozinha; e hum molecão perfeito cozinheiro de forno e fogão, os quaes se dão muito em conta, por ser precisar do seu importe.",,,,,,,,,,,,,
224,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, ",,,M,,preto,escravo,"Rua do Rosário, 144",,"VENDEM-SE dou pretos, sendo hum bom hortelão e outro cozinheiro e proprio para todo o serviço; affiança-se não terem vicios: na rua do Rosário n. 144.",,,,,,,,,,,,,
225,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, engomador",,,M,,,escravo,"Rua do Sabão, 195",,"VENDE-SE hum bom cozinheiro e que engommabem, e mais 16 escravos, alguns de officio; na rua do Sabão n. 295.",,,,,,,,,,,,,
226,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,hortelão,,,M,,preto,escravo,"Rua do Rosário, 144",,"VENDEM-SE dou pretos, sendo hum bom hortelão e outro cozinheiro e proprio para todo o serviço; affiança-se não terem vicios: na rua do Rosário n. 144.",,,,,,,,,,,,,
227,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,escrava,"Rua de S. Jorge, 57",,"VENDE-SE, por precisão, huma preta perfeita lavadeira, cozinha, engomma pouco, muito reforçada,e se affiança a sua conducta; na rua de S. Jorge n. 57.",,,,,,,,,,,,,
228,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,ofercendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,18,preta,escrava,"Rua do Piolho, 40",,"VENDE-SE huma preta de 18 a 30 annos, lava, cozinha e engomma pouco; na rua do Piolho n. 40.",,,,,,,,,,,,,
229,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,330$000,,,,"lavadeira, cozinheira, engomadeira, costureira",,Nação,F,30,preta,escrava,"Rua da Cadeia, 54",,"VENDE-SE huma preta de nação, boa lavadeira, cozinheira, engommadeira, que cose alguma coisa, e terá de idade 30 a 32 annos; dá-se a examinar, e seu ultimo preço he de 330$ rs.: na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
230,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,2,,,,,"marceneiro, carpinteiro",,,M,,,escravos,"Rua Direita, 66",,"VENDEM-SE dous escravos, hum bom official de marceneiro e outro de carpinteiro; na rua Direita n. 66.",,,,,,,,,,,,,
231,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,12,negra,escrava,"Rua de S. Jorge, 2",,"VENDE-SE, na rua de S. Jorge n. 2, huma linda negrinha de 12 annos de idade, propria para mocamba.",,,,,,,,,,,,,
232,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira, doceira, cozinheira",,,F,,,escrava,"Rua do Lavradio, 23",,"VENDE-SE huma mocamba muito boa costureira, que faz camisas e vestidos, engomma bem, faz doces, cozinha, serve mui bem a huma mesa, aprompta um chá e he muito humilde; não se duvida trocar por huma ama de leite: na rua do lavradio n. 23.",,,,,,,,,,,,,
233,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira, lavadeira, cozinheira",,,F,20,,escrava,"Rua do Livramento, 38",,"VENDEM-SE, na rua do Livramento n. 38, dous escravos de 20 a 22 annos de idade, sendo huma mocamba recolhida, perfeita costureira que corta e faz toda a obra, tanto camisas de homem como vestidos de Sra., engomma, divinamente, lava e cozinha; e hum molecão perfeito cozinheiro de forno e fogão, os quaes se dão muito em conta, por ser precisar do seu importe.",,,,,,,,,,,,,
234,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba,cozinheira, doceira, costura, engomadeira",,,F,,,escrava,"Largo do Paço, 10",,"VENDE-SE huma mocamba sabendo cozinhar perfeitamente, fazer doces de todas as qualidades, fazer huma camisa de homem, cortar e fazer vestidos, vestir e pregar huma Sra. perfeitamente, fazer hum chá; he muito aceada no seu serviço, e engomma o ordinario; o motivo da venda não desagradará ao comprador: no largo do Paço n 10, 2º andar.",,,,,,,,,,,,,
235,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,2,,,,,mocamba/indefinido,,Nação,F,,,escravas,"Rua do Rosário, 144",,"VENDEM-SE duas raparigas, ambas de nação, sendo huma mocamba recolhida; na rua do Rosário n. 144.",,,,,,,,,,,,,
236,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de ferreiro,,,M,,preto,escravo,"Rua da Cadeia, 54",,"VENDE-SE hum preto perfeito official de ferreiro, só para fóra da terra; na rua da Cadêa n. 54, sobrado.",,,,,,,,,,,,,
237,Jornal do Commercio,12,3,http://memoria.bn.br/docreader/364568_03/47,14-Jan-1840,venda,oferecendo serviço,1,,,,,pajem,,,M,,pardo,escravo,"Rua de São Pedro, 91",,"VENDE-SE hum barbeiro e sangrador, dous alfaiates que cortão e fazem, e hum pardo perfeito pagem; na rua de S. Pedro n. 91.",,,,,,,,,,,,,
238,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,pajem,,,M,,,escravo,"Rua da Alfândega, 295",,"VENDEM-SE dous bonitos moleques, hum he bonito pagem e o outro tem principio de alfaiate, na rua da Alfândega n. 295.",,,,,,,,,,,,,
239,Jornal do Commercio,12,3,http://memoria.bn.br/docreader/364568_03/47,14-Jan-1840,venda,oferecendo serviço,1,,,,,pedreiro,,,M,16,,escravo,"Rua do Hospício, 110",,"VENDE-SE, na rua do Hospício n. 110, hum moleque de 16 annos, com principio do officio de pedreiro; e huma negrinha de idade 13 para 14 annos; que os pretender dirija-se ao numero acima.",,,,,,,,,,,,,
240,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,"quitandeira, lavadeira",,Mina,F,,,escrava,"Rua dos Ciganos, 23",,"VENDE-SE huma ama com muita abundancia de leite, que cozinha e lava com perfeição; e huma outra de nação Mina, excellente quitandeira, e lava muito bem de barrela e sabão; na rua dos Ciganos, n. 23.",,,,,,,,,,,,,
241,Jornal do Commercio,12,3,http://memoria.bn.br/docreader/364568_03/47,14-Jan-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,,F,,negra,escrava,"Rua Direita, 6",,"A. LAWRIE e C. previnem que, hoje terça feira 14 do corrente, na rua Direita n. 6, fazem leilão, constando de fazendas, sendo morim, chitas, madapolão, riscados merinós, cassas, sedas, etc.; trastes como mesas, cadeiras, guarda-roupa, secretarias, escrevaninhas, aparadores, commodas, etc.; toucadores, quincalharias, diversas obras de prata e ouro, relogios, etc.; armas de fogo, instrumentos astronomicos, diversos cavallos, bestas, e mais artigos. Tambem se venderá hum preto perito mestre cozinheiro, muito vistoso, por alto, grosso e moço, trabalha em forno e fogão, massas, doces, pudins, creme, etc.; tira ossos das aves e dos peixes, etc., etc.; huma bonita negrinha para o serviço externo e interno de qualquer casa, etc., etc. A's 10 1/2 horas.",,,,,,,,,,,,,
242,Jornal do Commercio,12,3,http://memoria.bn.br/docreader/364568_03/47,14-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,13,negra,escrava,"Rua do Hospício, 110",,"VENDE-SE, na rua do Hospício n. 110, hum moleque de 16 annos, com principio do officio de pedreiro; e huma negrinha de idade 13 para 14 annos; que os pretender dirija-se ao numero acima.",,,,,,,,,,,,,
243,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua de São Pedro, 168",,VENDE-SE huma preta com algumas prendas; na rua de S. Pedro n. 168.,,,,,,,,,,,,,
244,Jornal do Commercio,12,3,http://memoria.bn.br/docreader/364568_03/47,14-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,pretos,escravo,"Rua Direita, 6",,"A. LAWRIE e C. previnem que, hoje terça feira 14 do corrente, na rua Direita n. 6, fazem leilão, constando de fazendas, sendo morim, chitas, madapolão, riscados merinós, cassas, sedas, etc.; trastes como mesas, cadeiras, guarda-roupa, secretarias, escrevaninhas, aparadores, commodas, etc.; toucadores, quincalharias, diversas obras de prata e ouro, relogios, etc.; armas de fogo, instrumentos astronomicos, diversos cavallos, bestas, e mais artigos. Tambem se venderá hum preto perito mestre cozinheiro, muito vistoso, por alto, grosso e moço, trabalha em forno e fogão, massas, doces, pudins, creme, etc.; tira ossos das aves e dos peixes, etc., etc.; huma bonita negrinha para o serviço externo e interno de qualquer casa, etc., etc. A's 10 1/2 horas.",,,,,,,,,,,,,
245,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda,oferecendo serviço,16,,,,,,,,M,,,escravos,"Rua do Sabão, 195",,"VENDE-SE hum bom cozinheiro e que engommabem, e mais 16 escravos, alguns de officio; na rua do Sabão n. 295.",,,,,,,,,,,,,
246,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda/aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira",,,F,,,escrava,"Largo de Santa Rita, 18",,"VENDEM-SE quatro escravos ladinos, de ambos os sexos, para todo o serviço, e tambem se aluga huma escrava sabendo lavar de sabão e barrela muito bem, e cozinhar o ordinario de huma casa com muita limpeza; no largo de Santa Rita n. 18.",,,,,,,,,,,,,
247,Jornal do Commercio,12,4,http://memoria.bn.br/docreader/364568_03/48,14-Jan-1840,venda/aluguel,oferecendo serviço,5,,,,,,,Nação,M/F,,,escravos,"Largo de Santa Rita, 18",,"VENDEM-SE quatro escravos ladinos, de ambos os sexos, para todo o serviço, e tambem se aluga huma escrava sabendo lavar de sabão e barrela muito bem, e cozinhar o ordinario de huma casa com muita limpeza; no largo de Santa Rita n. 18.",,,,,,,,,,,,,
248,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,parda,livre,"Rua Nova de São Bento, 33",,"ALUGA-SE huma parda livre, muito boa para ama de leite; na rua nova de S. Bento n. 33.",,,,,,,,,,,,,
249,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Cano, 62",,ALUGA-SE huma preta com muito e bom leite; na rua do Cano n. 62.,,,,,,,,,,,,,
250,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,2,,,,,amas de leite,,,F,,,escravas,"Rua Direita, 17",,"ALUGÃO-SE duas amas de leite, na rua Direita n. 17.",,,,,,,,,,,,,
251,Jornal do Commercio,13,3,http://memoria.bn.br/docreader/364568_03/51,15-Jan-1840,aluguel,oferecendo serviço,1,,,,,"compradpr, cozinheiro, entregador de recados",,,M,,preto,escravo,"Rua do Conde, 34",,"NA RUA do Conde n. 34 ha hum preto ainda rapaz, fiel, intelligente, que se aluga para comprador, cozinheiro e recados; prefere-se para casa de estrangeiros, e se abonará a sua conducta.",,,,,,,,,,,,,
252,Jornal do Commercio,13,3,http://memoria.bn.br/docreader/364568_03/51,15-Jan-1840,aluguel,procurando serviço,1,,,,,cozinheira,,,F,,preta,escrava,"Rua da Prainha, 31",,PRECISA-SE alugar huma preta que seja boa cozinheira; na rua da Prainha n. 31.,,,,,,,,,,,,,
253,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,procurando serviço,1,,,,,"cozinheira, serviços domésticos",,,F,,preta,escrava,"Rua do Ouvidor, 118",,"PRECISA-SE de huma preta boa cozinheira, e que entenda do serviço de huma casa; na rua do Ouvidor n. 118",,,,,,,,,,,,,
254,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,procurando serviço,1,,,,,"cuidador, lavador, engomador",,,M,,,escravo,"Rua do Ouvidor, 65",,"QUEM tiver para alugar hum moleque que tenha geito para andar com huma criança, e que saiba lavar e engommar a roupa de uso ordinario da dita criança, queira annunciar por este jornal, ou prevenir nesta typographia.",,,,,,,,,,,,,
255,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua da Alfândega, 103",,"ALUGA-SE huma preta sabendo lavar, engommar e cozinhar, na rua da Alfândega n. 103.",,,,,,,,,,,,,
256,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,3,,,,,serviços domésticos,,,M,,pretos,escravos,"Rua da Quitanda, 112",,"ALUGÃO-SE dous pretos para serviço de casa, e hum tanoeiro; na rua da Quitanda n. 112.",,,,,,,,,,,,,
257,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,oferecendo serviço,1,,,,,tanoeiro,,,M,,,escravo,"Rua da Quitanda, 112",,"ALUGÃO-SE dous pretos para serviço de casa, e hum tanoeiro; na rua da Quitanda n. 112.",,,,,,,,,,,,,
258,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,aluguel,procurando serviço,1,,,Paula Candido,,"tratador de animais, serviços dométicos",,,M,,,escravo,"Paredão da Glória, 56",,"PRECISA-SE alugar hum preto ou moleque, que saiba tratar de animaes, para tratar de hum, e fazer algum serviço interno da casa; quem o quizer alugar annuncie por este jornal, ou vá à casa n. 56, no paredão da Glória, em casa do Sr. Dr. Paula Candido, que lhe achará com quem tratar.",,,,,,,,,,,,,
259,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,compra/aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira, serviços domésticos",,,F,,preta,escrava,"Travessa da Candelária, 17",,"DESEJA-SE comprar ou alugar huma preta moça, que saiba lavar eengommar perfeitamente, sendo recolhida e sabendodo serviço de huma casa, e que seja dada a contento; não se duvidará pagar bem se ella agradar; na travessa da Candelária n. 17.",,,,,,,,,,,,,
260,Jornal do Commercio,13,3,http://memoria.bn.br/docreader/364568_03/51,15-Jan-1840,fuga,,1,,,,,,Joaquim,Moange,M,24,preto,escravo,"Rua da Prainha, 85",,"QUARENTA MIL RÉIS de gratificação a quem lever ou der noticia de hum preto que fugio ou foi desencaminhado, no dia 7 de janeiro, da rua da Prainha n. 85, com os signaes seguintes: Joaquim, de nação Moange, 24 a 28 annos, muito alto, cheio de corpo, pouca barba, bem parecido, falla grossa, pés bastante grossos (sem ser inchação), e com tres chagas nas pernas. Protesta-se a quem lhe der couto de se proceder com todo o rigor das leis. Adverte-se que o dito preto vendeu peixe algum tempo na praia.",,,,,,,,,,,,,
261,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,fuga,,3,,,,,,Claudiano,Crioulo,M,,,escravo,"Rua do Sabão, 37",,"FUGIRÃO, da cidade de Santos, no dia 6 de dezembro de 1839, a Venancio Antonio da Rosa, tres escravos crioulos, filhos de S. Sebastião, de nomes José, Claudiano e Feliciano, advertindo-se que esses dous últimos são irmãos. Quem dos mesmos der noticia ou apprehende-los, queira dirigir-se nesta cidade à rua do Sabão n. 37, que será generosamente gratificado.",,,,,,,,,,,,,
262,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira, cozinheira",,,F,13,negra,escrava,"Rua dos Ourives, 17",,"VENDE-SE, por precisão, huma muito linda negrinha de 13 a 14 annos, que cose, engomma, lava e cozinha sofrivelmente; na rua dos Ourives n. 17.",,,,,,,,,,,,,
263,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,venda,ofercendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua de S. José, 46",,"VENDE-SE, na rua de S. José n. 46, hum preto perfeito cozinheiro, tanto de fogão e forno, como de massas, que tambem sabe fazeralguns doces, o qual dá-se a contento; igualmente hum pardinho de 14 annos de idade, claro, cabello corrido, e muito proprio para pagem.",,,,,,,,,,,,,
264,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,venda,oferecendo serviço,1,,,,,mestre sapateiro,,,M,17,pardo,escravo,"Praia Grande, casa de Marcellino Pescador",Niteroi,"VENDE-SE hum pardo de 17 annos, mestre sapateiro, para fóra desta cidade; na Praia Grande, em casa de Marcellino Pescador.",,,,,,,,,,,,,
265,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,venda,ofercendo serviço,1,,,,,pajem,,,M,14,pardo,escravo,"Rua de S. José, 46",,"VENDE-SE, na rua de S. José n. 46, hum preto perfeito cozinheiro, tanto de fogão e forno, como de massas, que tambem sabe fazeralguns doces, o qual dá-se a contento; igualmente hum pardinho de 14 annos de idade, claro, cabello corrido, e muito proprio para pagem.",,,,,,,,,,,,,
266,Jornal do Commercio,13,3,http://memoria.bn.br/docreader/364568_03/51,15-Jan-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,Crioulo,M,13,,escravo,"Rua do Hospício, 11",,"VENDE-SE hum bom moleque de 13 annos, mais ou menos, crioulo de Minas, bem parecido, sabendo o serviço de casa, e proprio para aprender qualquer officio; na rua do Hospício n. 11.",,,,,,,,,,,,,
267,Jornal do Commercio,13,3,http://memoria.bn.br/docreader/364568_03/51,15-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,"Rua do Ouvidor, 90",,"Jh. BOUIS fará lelilão, sexta feira, de huma porção de escravos de ambos os sexos.",,,,,,,,,,,,,
268,Jornal do Commercio,13,4,http://memoria.bn.br/docreader/364568_03/52,15-Jan-1840,venda,oferecendo serviço,1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem eles.",,,,,,,,,,,,,
